,anon_ID,county,poverty,minority,age_group,month_year,pantry_assistance_category,pantry_unit,pantry_amount,pantry_counter,volunteer_category,volunteer_diff_ride_days,rider_num_rides,volunteer_appt_duration,volunteer_counter,care_management_category,care_management_unit,care_management_CommType,care_management_Party,care_management_InitiatedBy,care_management_Benefit_1,care_management_Assistance_1,care_management_Benefit_2,care_management_Assistance_2,care_management_Benefit_3,care_management_Assistance_3,care_management_amount,care_management_counter
75,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Call,Social Worker,ElderNet,Medical,Coordination,,,,,42.0,3.0
76,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Call,Social Worker,Other Party,Medical,Coordination,,,,,13.0,1.0
77,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Email,Service Provider,ElderNet,Medical,Coordination,,,,,22.0,4.0
78,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Email,Service Provider,ElderNet,Medical,Filing,,,,,1.0,1.0
79,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Email,Service Provider,Other Party,Financial,Information,,,,,1.0,1.0
80,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Email,Social Worker,ElderNet,Medical,Coordination,,,,,26.0,5.0
81,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Email,Social Worker,Other Party,Medical,Coordination,,,,,2.0,2.0
82,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Text Message,Family,ElderNet,Medical,Coordination,,,,,11.0,1.0
83,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Voice Message,Service Provider,ElderNet,Medical,Coordination,,,,,1.0,1.0
84,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Voice Message,Social Worker,ElderNet,Medical,Coordination,,,,,3.0,3.0
85,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Voice Message,Social Worker,ElderNet,,,,,,,1.0,1.0
86,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Voice Message,Social Worker,Other Party,,,,,,,1.0,1.0
87,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,,,,,,,,,,12.0,1.0
88,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,ADL,Support,,,,,5.0,1.0
89,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,ElderNet,Coordination,,,,,7.0,2.0
90,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,ElderNet,Support,Medical,Coordination,,,59.0,2.0
91,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,ElderNet,Support,,,,,35.0,2.0
92,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,Medical,Coordination,ADL,Coordination,,,21.0,1.0
93,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,Medical,Coordination,Food,Enrollment,,,27.0,1.0
94,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,Medical,Coordination,,,,,20.0,1.0
95,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,Medical,Information,,,,,16.0,3.0
96,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,Other Party,ADL,Support,,,,,5.0,1.0
97,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Family,ElderNet,Medical,Coordination,,,,,14.0,1.0
98,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Service Provider,ElderNet,Medical,Coordination,,,,,16.0,1.0
99,8,Montgomery,Yes,Yes,D,2020-04,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Voice Message,Client,ElderNet,ElderNet,Coordination,,,,,1.0,1.0
100,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Call,Family,ElderNet,Medical,Coordination,,,,,1.0,1.0
101,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Call,Family,Other Party,Medical,Enrollment,,,,,9.0,1.0
102,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Call,Service Provider,ElderNet,Medical,Coordination,,,,,1.0,1.0
103,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Call,Service Provider,ElderNet,Medical,Enrollment,Food,Enrollment,,,9.0,1.0
104,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Call,Service Provider,Eldernet,Eldernet,Coordination,,,,,11.0,1.0
105,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Call,Service Provider,Eldernet,Medical,Coordination,,,,,4.0,1.0
106,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Call,Social Worker,ElderNet,Medical,Coordination,,,,,1.0,1.0
107,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Email,Service Provider,Eldernet,Eldernet,Coordination,,,,,1.0,1.0
108,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Voice Message,Service Provider,Eldernet,Eldernet,Coordination,,,,,3.0,1.0
109,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Voice Message,Service Provider,Other Party,Eldernet,Coordination,,,,,1.0,1.0
110,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,Remote Contact w/o client,Minutes,Voice Message,Service Provider,Other party,Medical,Coordination,,,,,1.0,1.0
111,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,ElderNet,Coordination,,,,,1.0,1.0
112,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,Financial,Coordination,Medical,Information,,,21.0,1.0
113,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,Food,Enrollment,Medical,Information,ADL,Support,24.0,1.0
114,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,Eldernet,Eldernet,Coordination,,,,,7.0,1.0
115,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,Eldernet,Medical,Coordination,,,,,20.0,1.0
116,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,Other Party,Medical,Information,,,,,2.0,1.0
117,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Service Provider,Eldernet,Food,Continuation,Eldernet,Support,,,63.0,1.0
118,8,Montgomery,Yes,Yes,D,2020-05,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Voice Message,Client,Eldernet,Eldernet,Coordination,,,,,1.0,1.0
119,8,Montgomery,Yes,Yes,D,2020-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,Home Visit,Minutes,In Person,Client,,Housing,Enrollment,,,,,70.0,1.0
120,8,Montgomery,Yes,Yes,D,2020-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,Remote Contact w/o client,Minutes,Call,Service Provider,ElderNet,Housing,Coordination,,,,,3.0,1.0
121,8,Montgomery,Yes,Yes,D,2020-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,ElderNet,Coordination,,,,,13.0,1.0
122,8,Montgomery,Yes,Yes,D,2020-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,ElderNet,Support,Food,Coordination,,,1.0,1.0
123,8,Montgomery,Yes,Yes,D,2020-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,ElderNet,Support,,,,,45.0,2.0
124,8,Montgomery,Yes,Yes,D,2020-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,Food,Coordination,Housing,Information,,,45.0,1.0
125,8,Montgomery,Yes,Yes,D,2020-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Call,Service Provider,ElderNet,Housing,Coordination,,,,,13.0,1.0
126,8,Montgomery,Yes,Yes,D,2020-06,Food Pantry: Food Pantry Poundage,Pounds,25.0,1.0,,,,,,"Remote Contact with client (phone, email)",Minutes,Email,Service Provider,ElderNet,Housing,Coordination,,,,,1.0,1.0
127,8,Montgomery,Yes,Yes,D,2020-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Call,Client,ElderNet,Food,Referral,ElderNet,Support,,,1.0,1.0
128,8,Montgomery,Yes,Yes,D,2020-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Email,Other,ElderNet,Housing,Coordination,,,,,3.0,3.0
129,8,Montgomery,Yes,Yes,D,2020-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,Remote Contact w/o client,Minutes,Email,Other,Other Party,Housing,Coordination,,,,,1.0,1.0
130,8,Montgomery,Yes,Yes,D,2020-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,ElderNet,Coordination,,,,,1.0,1.0
131,8,Montgomery,Yes,Yes,D,2020-07,Food Pantry: Food Pantry Poundage,Pounds,50.0,2.0,Doctor Appt,2361 days,0.0,2.0,1.0,"Remote Contact with client (phone, email)",Minutes,Call,Client,ElderNet,ElderNet,Support,,,,,13.0,2.0
